社群名,微信群名,当前群主,消息日期,消息时间,发言人微信昵称,发言文本内容
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,09:26:39,Udacity-Celia,今天晚上八点到九点的公开课，大家记得来参加噢[太阳]助教大大会告诉你通关秘笈[嘘]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,11:29:39,Mazzy,8:pandas中有两类非常重要的数据结构，即序列Series和数据框DataFrame。Series类似于numpy中的一维数组，除了通吃一维数组可用的函数或方法，而且其可通过索引标签的方式获取数据，还具有索引的自动对齐功能；DataFrame类似于numpy中的二维数组，同样可以通用numpy数组的函数和方法。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,13:29:19,Francis,@所有人 这是今天每日一题的答案，大家看看是不是答对了[机智]下午有问题请在群里提，我晚上会重点讲一下[阴险]加油加油??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,14:49:18,QT Chiu,16:mean函数用于计算平均值
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,14:56:30,Francis,@仇倩婷 上海?[强][坏笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,15:31:33,Francis,@所有人，同学们，大家项目研究的怎么样了，有问题可要留言啊[坏笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:03:11,Udacity-Celia,有没有同学已经暗搓搓的提交啦[奸笑]提交了可以告诉我哟[机智]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:08:55,chocolate,老师请问这样为啥还会报错[捂脸]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:09:06,chocolate,@助教-老孟
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:09:43,chocolate,是数据格式有什么限制吗[皱眉]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:12:11,欧剃,感觉是 week 后面多了个空格
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:13:11,chocolate,还是提示有误，不过谢谢啦[嘿哈]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:15:36,欧剃,再截图看看具体提示哪儿有误？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:27:05,chocolate,That doesn't match my answer. Check that your string is formatted correctly and that you calculated the right total.
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:27:28,chocolate,只是说答案不匹配。。。但感觉一样啊。。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:28:38,欧剃,你代码再截个图看看？你那行太长了看不到右边长啥样
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:29:25,chocolate,"mon_sales = float(mon_sales)
tues_sales = float(tues_sales)
wed_sales = float(wed_sales)
thurs_sales = float(thurs_sales)
fri_sales = float(fri_sales)
print(""This week 's total sales:"" + str(int(mon_sales+tues_sales+wed_sales+thurs_sales+fri_sales)));"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:30:38,欧剃,为啥有分号。。。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:30:50,欧剃,week 后面你有个空格啊
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:31:41,欧剃,题目是要 week's  你打的是 week 's   这样的。。。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:32:01,欧剃,单引号前面空格去掉试试
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:32:43,chocolate,去了还是不行[捂脸]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:33:34,chocolate,[捂脸][捂脸]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:34:36,欧剃,这回你把 sales: 后面的空格也删了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:34:52,欧剃,多删了了一个空格 [掩面][掩面]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,16:40:54,Francis,@所有人 同学们，这是昨天发的项目讲解。大家一定要在晚上上课前理解做出来，加油??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,17:42:32,甲乙,9. 报错，KeyError: 'PM_US Post'。改为'PM_US_Post'
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,18:51:48,Francis,@甲乙?[强]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,19:54:26,Francis,@所有人 同学们，还有5分钟开始了，大家都来high啊[机智]快来加入教室[阴险]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,20:02:07,Francis,@所有人 大家快加入战斗！
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,20:03:32,Udacity-Celia,大家赶快进教室啦
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,20:05:51,秋然元悦,火车上
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,20:20:32,Jester,"11.问题：pandas的dataframe有很多方法的参数有axis一项，如何理解axis=0和axis=1？
回答：axis=0意味着对行进行操作，axis=1意味着对列进行操作；如df.dropna(0)，相当于删除有空值的行，df.dropna(1)会删除有空值的列"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,20:21:42,Jester,从数据量的角度应该选米国的…但是说不定本地气象站数值更准确呢
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:14:22,Francis,主要是米国的数据缺失比较少
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:16:01,Francis,@所有人 大家赶紧写项目吧，有问题随时@我，今天和明天我都能到1:00。和大家一起战斗[机智][奋斗]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:18:00,Udacity-Celia,感谢我们的助教大大[抱拳][抱拳][抱拳]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:19:00,Udacity-Celia,同学们听过之后好好消化一下，做起项目来就很轻松啦[愉快]等你们完成的好消息[玫瑰]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:26:48,Francis,@所有人 周末别人在休息，同学们在做自己数据分析的第一个项目，都是好样的，大家加油，通过了就能永远回看，还能得到证书呢[可怜][阴险][悠闲]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:29:06,Jester,话说颜色对应的英文可以发上来不？[呲牙]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:29:19,Jester,@助教-老孟
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:29:55,Francis,哦对了，马上啊
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:30:50,Francis,https://codeday.me/bug/20170512/14680.html
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:31:28,Francis,其实可以写颜色码的，不过我喜欢写名字，比较文艺的都这样[奸笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:34:42,Mazzy,@助教-老孟?视频文件讲解传上来了，想再看一遍
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:35:43,Francis,正在传…而且还要审核，…[捂脸]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:37:16,Francis,估计得明天早起了……大家自己先探索着[嘿哈]我的目标：星辰大海??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:40:30,Francis,大家加油??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:50:34,Jester,一个小问题
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:52:10,Jester,声称的图表没有按照四季的顺序显示；是不是因为map（）函数利用字典进行映射，所以四季的参数变成无序分类的格式了？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:57:57,Francis,@戴逸骅 Jester?dataframe没有顺序的概念。所以这种展示是对的。如果需要的话，可以排序，超纲了??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:58:21,甲乙,不是无序，是按字母顺序了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:58:35,Jester,原来如此
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:58:45,Jester,@甲乙 [强][强]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:59:20,Francis,@甲乙?[机智][强]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,21:59:20,Jester,那这样上交扣分不？[奸笑][奸笑]@助教-老孟
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:00:33,Francis,应该没事，因为要按照时间走的话需要调整代码。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:06:18,Jester,等学了怎么声称表格的语法再说吧…
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:07:07,Jester,有预感matplotlib又是个很丰富的库……
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:15:29,QT Chiu,项目提交啦[皱眉]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:15:57,Udacity-Celia,@仇倩婷 上海?棒棒[亲亲][亲亲]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:24:01,Jester,我也提交了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:25:27,Francis,@所有人 同学们，提交项目后，邮箱会收到信。评审完成后，也会收到信。请大家查收（当然也可以在uda网站刷刷刷）
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:45:51,Gin.,把两个download的文件打包上传提交是吗？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:49:14,Francis,这个请两个已经提交的同学来解答下，来来来，别害羞@戴逸骅 Jester @仇倩婷 上海
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:49:39,Jester,保存成zip压缩包再上传
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:49:56,QT Chiu,对的，zip格式
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:50:00,Francis,不要有中文名字，否则会退回来
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:52:51,Gin.,感谢人民感谢党 我也提交了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:57:25,Francis,@金子君 上海 厉害。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,22:58:31,Francis,其他同学也加油，时间还算有一些的，[机智]提交项目以后可以看一些细节了，并且等反馈。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,00:33:20,Francis,以上是对于想要 春夏秋冬排序的方法和解释，请戴同学和甲乙同学参考下。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,07:37:12,Francis,"视频来了，需要的同学速来
http://v.youku.com/v_show/id_XMzYyODIwNDM0MA==.html?spm=a2h3j.8428770.3416059.1

https://www.bilibili.com/video/av23978011"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,08:22:51,Mazzy,收到??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,12:18:31,Francis,@所有人 大家项目肝的怎么样了？累了的话可以看看今天的每日一题调剂一下[机智]。项目大家争取能写得差不多了，今天晚上晚一点我都在电脑前面，让我们一起努力??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:37:18,💍＇徐徐徐雯佳,@助教-老孟?助教，为啥我这个是这样，看不到图
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:38:14,夏秋冬春,你先点这个试一下
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:38:37,夏秋冬春,cell  然后  run all
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:39:20,💍＇徐徐徐雯佳,OK了，谢谢????
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:40:00,夏秋冬春,把你city==上海  那一行代码发我一下
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:43:49,Francis,@胡圣 宁波?特别厉害??[坏笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:45:09,鲍小栋Ben,大神们有人能帮我解答下吗
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:45:22,鲍小栋Ben,图出不来，是我代码有错么
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:45:27,夏秋冬春,空格
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:46:06,夏秋冬春,还有beijng的单引号   换成英文输入
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:47:31,Jester,"""year == 2010"" ==前后要有空格"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:47:46,Jester,所有代码都要用英文输入法才行
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:48:02,鲍小栋Ben,Beijing 的单引号我是英文的哈
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:48:07,鲍小栋Ben,我试试哈
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:49:48,Jester,应该是空格的问题
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:50:12,鲍小栋Ben,好了，谢谢大神们
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:50:17,鲍小栋Ben,嗯哪 空格的问题
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:51:48,Jester,异常的内容：not enough values to unpack，意思是没有足够变量传入filter_datas()…因为变量的提取是用“ ”分割的，没有空格就分不开了…
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,14:54:59,鲍小栋Ben,嗯哪
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,15:02:56,💍＇徐徐徐雯佳,"""city == 'Shanghai'"", ""year >= 2012"""
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,16:24:35,💍＇徐徐徐雯佳,"问题6.break?结束循环，跳出循环体；
         continue?结束本次循环，进行下次循环；"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,16:25:12,💍＇徐徐徐雯佳,终于我也提交了····
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,16:44:17,Francis,@徐雯佳 海口?[强]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,16:47:16,Francis,@所有人 这是今天每日一题的答案，大家可以看看?? 看到好多同学提交了项目……非常高兴，也特别感谢帮忙解答问题的高手同学们。大家别忘了检查邮箱里的项目反馈。可能有些细节还需要改。咱们的评审老师可是特别严格负责的。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,16:47:40,Francis,另外，有兴趣的话也可以看看选学的内容??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,16:49:43,QT Chiu,抱歉今天搬家来不及看
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,16:58:15,Jester,我也忘记回答了…不过OOP还真的不会[调皮]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,17:32:00,Francis,@仇倩婷 上海?加油，还有3天。尽量赶完[奋斗]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,18:06:46,Udacity-Celia,@戴逸骅 Jester?不会的可以先搜索看看，探索到的答案印象更深刻[愉快] 明天老孟会统一给出标准答案，你再参考一下
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,19:11:41,Jester,[OK][OK]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,21:42:32,Francis,@所有人 今天第二题的答案，后面的应该是items，而不是iteritems（这个是python2）版本的。咱们统一用python3版本的就好了。特别感谢@甲乙?同学的提醒。另外大家项目提的怎么养了，我已经在电脑前了，请大家有问题尽情轰炸我[机智]虽然还有3天，但项目由于还要审核和修改越早提交越好[悠闲]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,21:43:44,Francis,这几天感觉大家学的非常快，还有的已经能很好的帮助别的同学回答问题了，你们真是不简单。加油加油??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:03:28,Jester,已经得到批复通过啦[跳跳][跳跳]各位正式课程见[呲牙][呲牙]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:04:42,chocolate,恭喜[鼓掌]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:07:12,Mazzy,腻害
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:29:41,Francis,@戴逸骅 Jester?太棒了??[机智]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:31:37,Francis,别忘了去微信公众号里拿第一个数据分析项目证书呦??。其他同学，咱么也加把劲[机智]High起来[耶]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:34:49,Gin.,还有证书吗??我也要去拿
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:35:37,Mazzy,都有证书可以拿吗？[呲牙]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:37:11,Francis,@所有人 大家通关了就可以呦，加油??[机智]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:41:45,Francis,而且还有3天，还可以肝一肝[阴险][奋斗]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:49:42,Jester,请问证书怎么获取？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:54:53,Francis,@Udacity-Celia?请美少女班主任来回答一下怎么获得证书[阴险]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:55:42,Francis,@所有人除了Celia（其实除了证书，通关了还能要到优惠券呢！）
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:56:14,李清清miumiu,@戴逸骅 Jester
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:56:24,李清清miumiu,明天服务号会有第一批
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:56:26,李清清miumiu,证书
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:56:29,李清清miumiu,发送给大家
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,22:56:44,Mazzy,[鼓掌]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:13:38,鲍小栋Ben,有同学能帮我看看吗？[皱眉]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:14:09,夏秋冬春,方括号
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:14:21,鲍小栋Ben,好的我试试哦
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:14:55,鲍小栋Ben,@胡圣 宁波?[机智]哦了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:16:18,Francis,@胡圣 宁波?[强]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:18:55,鲍小栋Ben,我也是第二次提交其他同学有不懂的问群里哦
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:19:09,鲍小栋Ben,哈哈哈哈，不要害羞
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:19:12,鲍小栋Ben,[皱眉][皱眉]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:21:42,Francis,我提交了3次，第二次有马虎没改的地方[害羞]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:22:22,Mazzy,缺失值的数量分别是多少？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:22:28,Mazzy,怎么算
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:22:52,Mazzy,求助各位高手[流泪]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:23:52,Francis,@Mazzy 上海?用No的数减去每一个的数就行了。因为No是编号，肯定是全的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/27 0:00:00,23:24:14,Mazzy,好的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,08:54:50,夏秋冬春,这就算过了   是吧？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:03:13,Francis,@胡圣 宁波?对的，过了。恭喜[调皮]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:04:22,Francis,@Mazzy 上海?昨天那个可能是你网络问题，左上角的图片都没显示。今天再试试提交一下？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:06:04,Mazzy,昨晚提示我上传成功，
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:06:38,Mazzy,现在是进入审阅阶段了吗？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:10:25,Mazzy,我是否上传成功呢？@助教-老孟
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:10:48,Francis,@Mazzy 上海?收到邮件了么？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:12:13,Mazzy,还没有[撇嘴]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:12:44,夏秋冬春,正式班要等多久
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:54:38,李清清miumiu,@胡圣 宁波?hello
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:54:44,李清清miumiu,@Uda-学习规划师Beauty
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:54:56,李清清miumiu,可以问问学习规划师
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:56:27,Udacity-Celia,@胡圣 宁波?过啦过啦[鼓掌][鼓掌][鼓掌]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:57:08,Udacity-Celia,@Mazzy 上海?你等一下，应该今天会收到审阅结果。邮件和教室都有提醒
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:58:25,Uda-Beauty,?????♂?
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,09:59:50,Mazzy,@Udacity-Celia?好噢[嘿哈]谢谢哈
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:01:29,Udacity-Celia,不客气啦
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:02:58,QT Chiu,系统提示我要修改，可是无论如何进不了项目工作区[发呆]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:07:12,Udacity-Celia,刷新一下，不行退出重新再进试试
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:07:14,Udacity-Celia,@仇倩婷 上海
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:12:18,Francis,@所有人 大家项目做得怎么样了，今天是周一，如见今天能提交的话，时间还是可以的，有什么问题大家群里high起来，咱们已经有几位过了项目的同学了。加油加油。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:14:01,Francis,另外，除了证书[阴险]，，，，还有强力优惠，过了的赶紧找班主任老师，我就不说细节了（[疯了]为什么我当初报名就没有这么多优惠，，，，699！！！！！）
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:16:53,Uda-Beauty,找我找我
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:17:01,Uda-Beauty,@助教-老孟?是599
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:17:04,Uda-Beauty,[呲牙][呲牙][呲牙]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:18:12,Francis,哦，，，，，sorry，大家，谢谢规划师[阴险]@Uda-学习规划师Beauty 。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/28 0:00:00,10:18:49,Francis,ps：为啥我当初只有300，，，，，助教太伤心了，5分钟以内不能回答任何问题，，，，，，，，，
